IMAGE_ID,ENGLISH SENTENCES,LOZI TRANSLATIONS
4488485439,A woman in a black jacket reaches into her black purse at a vegetable market as a crowd walks behind her .,musali yatinile jakete yensu uswala mwa mukotana wahae omunsu kwa musika wa litolwani ni miloho
44885232,A woman with a smile & wearing a black sweater has an axe outside down .,musali yamenya utinile sweta yensu ulwezi chapu fande
4488874349,A group of uniformed men carrying a cross adorned with a white ribbon in formation walking down the street on Easter .,sikwata sa baana balwezi sifapano sesi beilwe masila yamasweu inze bayemi kamulao
4488908417,Man standing in the foreground with taxi behind with lights on and buildings in the background and light filtering down from above .,muuna uyemi mi mota yeshimbanga batu ikwamulaho wahae ni lampi ya muyaho inge imonyeha
4488946680,A barista that is wearing a black shirt is making a cup of coffee using a big machine .,mulukisi wa linwo utinile hembe yensu upanga komoki ya linwo zechisa
4488994542,A young boy and dark-haired man are taking pictures in opposite directions .,mushimani ni muuna wa milili yeminsu bainga maswaniso kwa lineku lelimwi
448916362,The white and black dog runs on the field with his tongue hanging out .,nja yesweu nibunsu imatela mwa simu inze izusize lulimi fande
4489393182,A woman with a red purse is looking out from a stone deck over the ocean .,musali yanani mukotana omufubelu utalima fandaa sisepe sesi mwa liwate
4489494169,"A small child wearing a blue shirt with airplanes on it , blue pants , red converse sneakers , and a blue helmet is standing over a yellow toy dump truck .","mwanana yomunyinyani utinile hembe yamubala oswana malu yenani lifulai zeswanisizwe fateñi, bulukwe bwa mubala oswana ni makatulo yama fubelu"
4489591327,A group on people are walking through a tunnel ; a few of whom are carrying bags .,"sikwata sa batu baba zamaya mwa musima woyepilwe fafasi, babamwi bakwezi mikotana"
4489731,A group of people gather around a picnic table covered in chips and two liters of soda under a pavilion .,sikwata sa batu baba kopani fa tafule yenani lico ni tomboki totu belie twa linwo
4489804619,"A tall , dark-haired man in white sport coat and black slacks is walking along a tiled mosaic crosswalk of various colors and designs beside a woman with short , dark hair who is also wearing a white sport coat but with blue jeans .","muuna yomutelele, wa milili yeminsu, utinile jansi yesweu, masila yamansu inze azamaya "
4489812039,A child riding an all-terrain vehicle makes curved tracks in a muddy field next to a storage building .,mwanana uzamisa mota yamufuta obata kuswana inge njinga inze isiya mitala mwa sileze moifitile
4489833894,Two young women are playing baseball and one is in the midst of catching the ball while the other throws it to her .,basali baba beli babapala mbola yama zoho mi yomumwi uyemi mwahalaa bona ulika kuiswala
4489839598,A teenage girl is dressed up for Saint Patrick 's Day and holding her cellphone .,kalibe wa musizani yatinile liapalo za mukiti wa lizazi la St. Patricks usweli luwaile
4489840302,A man in a purple beret who is chewing gum is standing near water and trees .,muuna yatinile kuwani utafuna inze ayemi bukaufi ni mezi ni likota
4489857517,A young man in a yellow jacket is leaning against a wall and talking to a young lady wearing jeans and a backpack .,mutangana utinile jakete yamubala oswana sina wa mai uyendanezi limota inge abulela ni musizani
44904567,A middle-aged man is getting his head completely shaved by another middle-aged man with hair .,muuna wa lilimo zafahali-hali usweli wabeuliwa milili ki muuna yomumwi
4490635744,Two uniformed police officers are standing on a sidewalk while one child looks directly at the camera .,mapokola baba beli bayemi kwa lineku la mukwakwa mi mwana yatalima
4490660229,A man dressed all in black talks with a lady wearing a light blue dress and a white headscarf .,muuna yatinile liapalo zensu bazamaya  ni musali yatinile ndelesi yamubala oswana sina malu ni taulo yesweu
4490814834,A guy in a white hat is sitting on a cart being pulled down the street by a donkey .,mutangana yatinile kuwani yesweu uinzi mwa sikochi inze akashiwa mwa mukwakwa ki mbongolo
4491028316,"Boy , of age approximately 10 years old , lunging into pristine pool on hot summer day .","mushimani wa lilimo zefahalaa zelishumi, umwa mezi fa lizazi leli chisa"
4491044489,"Two men one wearing a red shirt , and one wearing a white shirt are standing on a boat and paddling it to shore .","baana baba beli yomumwi utinile  hembe yefubelu, mi yomumwi utinile yesweu bayemi mwa mukolo"
4491246659,A little girl is peeking out from behind a blue wall .,mwana musizani wanangela kwamulaho wa muyaho wamubala oswana sina malu
4491304968,Two friends holding hands as the walk the streets of a city .,balikani baba beli baswalani mazoho inge bazamaya mwa mukwakwa
4491508699,"A man sitting on a train playing an accordion , while a lady gazes over at him .",muuna yainzi mwa sitima waliza siopeliso mi musali yomumwi wamutalima
4491852454,"A person in a blue jacket with black sleeves , green pants and a blue hat is sitting on the sidewalk .","mutu yatinile jakete hamubala oswana sina malu, yamazoho yamansu, bulukwe bobu tala ni kuwani yamubala oswana sina malu uinzi"
4491975570,Minivans and other vehicles are parked beside the road and families are sitting under canopies .,limota zeyemi kwa lineku ni mukwakwa mi mabasi bainzi
449233992,"A group of people standing near a tall oval shape flower display consisting of yellow , red , white , and green flowers near a glass building .",sikwata sa batu bayemi bukaufi ni poto yebeilwe ya mapalisa amibala
449236667,A small child dressed in a pink jacket running down a sandy beach toward the ocean .,mwanana yomunyinyani yatinile mwa jakete wamata mwa mushabati fa likamba la liwate
4492480277,A chef in white stands between two cuts of lamb at a gyro takeout window .,"muapehi yatinile zesweu, uyemi fahalaa liemba zepeli ze nama mwandu yalico yefa lihaulo"
449287870,Young child in pink top and purple pants clutching a turquoise guard rail .,mwanana yatinile sapalo ni bulukwe usweli lico
4493008657,A man and woman are sitting on a tree stump surrounded by beautiful flowers and trees .,muuna ni musali bainzi fa sikota sesi omile inze bapotolohilwe ki mapalisa yamande ni likota
4493330346,A group of men wearing old military uniforms are standing in formation while they demonstrate the use of their rifles to a group of onlookers on a city street .,sikwata sa baana baba tinile liapalo zeswana za sisole bayemi inge batatamani
4493390025,A man with a gray jacket and blue jeans is standing in front of a donut stand .,muuna yatinile jakete yeseta ni bulukwe bayemi fapataa sintolo sesi lekisa lico
449352117,A brown and black puppy stands by a camera .,kanjanana kaka fubelu ni bunsu iyemi fakapangaliko kakainga maswaniso
4493628129,"A young woman wears a costume of black hair , blue dress , and gold jewelry .","musizani utinile sihaba sa milili yeminsu, ndelesi yamubala oswana sina malu ni zakuikabisa za gauda"
4493639153,"A woman in a mermaid costume stands on a city street , in front of a red telephone booth .",musali yatinile sihaba sa libupiwa zamwa mezi uyemi mwa mukwakwa fapilaa luwaile lolu fubelu
4493641563,"Two girls , a brunette dressed like a mermaid and a blond in a green shirt stand on the sidewalk holding informational cards .","basizani baba beli, yomumwi wa milili yemi fubelu utinile sihaba sa libupiwa zamwa mezi ni hembe yetala uyemi fa"
449377293,A little girl sits alone on a park bench with city buildings in the background .,mwana musizani uinzi anosi fa sipula sesi inzi mwa sibaka sakuishuumuseza ni miyaho inge ibonahala kwamulaho
4493888517,"A man and woman , she 's dressed all in white , he has a white shirt , holding hands while walking","muuna ni musali, yatinile muze sweu,  muuna utinile hembe yesweu, baswalani mazoho"
4493888960,"A colorful clown dressed in a red hat , an assortment of colors with the ruffles and fingerless gloves with a blue whistle and a masquerade mask is manipulating a balloon to create a shape .","sianganu sesi tinile mibala, sinani kuwani yefubelu ni mibala bala yeñata fa mubili"
4494029358,A lady in pink long-sleeved blouse is holding a pink bag in her lap as she reaches something to the guy next to her .,musali yatinile sapalo sa mazoho yamatelele ubeike mukotana famahutu yahae 
4494075018,"Male with brown hair and mustache , wearing a gray shawl over a printed shirt , while a small orange and blue boat cruises along the water .","muuna wa milili yefubelu ni mulelu, utinile hembe yeseta"
4494095559,"A man on a skateboard waits at the corner of a city street , with an overpass in the background .",muuna yafa kapangaliko kaka zamaya ulitela kwa lineku la mukwakwa wa muleneñi 
4494282798,"A woman in a purple mermaid costume stands outside of the "" Highland House "" wearing black shades .","musali yatinile ihaba sa libupiwa zamwa mezi uyemi fandaa ""Highland House"""
449451920,Young Asian woman takes nap in a workshop at a messy desk .,musali wakwa Asia walobala inge aikatulusa mwandu yakubelekela yenani masila
4494936715,An older gentleman reads a periodical as he is beset on each side by a gentleman ( one on each ) .,mudala ubala linako inze a yemi ni baana baba beli kwama neku ahae
4495033915,Man taking picture of church while the american flag blows in the wind,muuna yainga siswaniso sa keleke mi ndembela ya America inge ifufa mwa moya
4495174902,A group of people stand near the edge of a cliff taking pictures of the blue ocean below them .,sikwata sa batu bayemi bukaufi ni lineku la mulundu inge bainga maswaniso ya liwate
44953142,A shirtless man works with some white substance on a tray as he sits on a stool on a tiled floor .,muuna ya situtu ubeleka ni lika zesweu fa mukeke inze ainzi fakapula kamukata
44953144,A young man in a white and pink striped shirt is riding in a horse and buggy down a paved road .,mutangana yatinile hembe yamishulundu yemisweu upahami pizi inge azamaya mwa mukwakwa
4495413170,A woman wearing black boots carries a bag from the store ShoeGasm through a crowd of people .,"musali yatinile makatulo yamansu ulwezi mukotana, uzwa mwa sintolo sa ShoeGasm mwa ngundi yabatu"
449568654,"A man in a gray hat , red hooded sweatshirt and a gray jacket over it holds some tool that looks like a welding torch over a fire in a wall notch in his white gloved hands .","muuna yatinile kuwani yeseta, hembe yefubelu ni jakete yeseta fahalimu usweli libelekiso"
4495716228,"Three team players dressed in red ball cap blue with white jerseys overjoyed with excitement , as two toerh men in red ball caps walk with them on the freshly mown green grass .","likwata ze talu za batu balipapali, batinile likuwani zefubelu ni liapalo zeswana zesweu batabile"
4495921495,A man in a t-shirt and shorts is riding a bike over pavement covered in graffiti .,muuna yatinile hembe yamazoho yamakuswani ni kaputula uzamaya fa njinga mwa nzila yetezi miñolo yamibala kwa limoto
4495952951,A man practices his juggling in an empty amphitheater .,muuna ubapala papali yakunepanepa tu mbola mwahalimu
4496551407,Black man stands outside a building with a Van Wagner sign while wearing a blue suit and tan hat .,muuna yomunsu uyemi fandaa muyaho oñozwi Van Wagner  inge atinile suti yamubala oswana sina malu
449669516,"A child in green jacket , red mittens , blue jeans , yellow boots and black hat sits in a blue stroller .","mwanana yatinile jakete yetala, zakwa mazoho zefubelu, bulukwe, makatulo ni kuwani yensu uinzi"
4496738245,"A woman and a gray-bearded man lean on a curved railing , looking into the distance , while two women in the background have a conversation .",musali ni muuna wa mulelu bayendamezi limota inze atalimezi kwahule
449684978,A man with a guitar sings into a microphone while a bass player and drummer play in the background .,muuna yanani gita waopelela mwa kapangaliko kaka tumusa mulumo mi yomumwi uliza mulupa
449687289,A girl in a blue shirt playing her electric guitar on stage .,musizani utinile hembe yamubala oswana sina malu baliza gita yamalaiti fapilaa batu
4497204386,A little boy who appears to be about 5 years old is shown kicking a white volleyball .,mushimani yabonahala kuba wa lilimo ze ketalizoho wanata mbola yamazoho yesweu
4497207612,"A woman with long blond-hair , wearing a mid-length coat , black heeled shoes is looking in the window of the Au Levain D'antan shop .","musali wa milili yemifubelu yetelele, utinile jansi yefita fama ñwele, makatulo yamatelele yamansu"
449726718,"A smiling , middle-aged woman wearing a black tank top and blue shorts guides her bike through a gate bordered with tall shrubs .","musali wa lilimo zafa hali-hali, wamenya mi utinile sapalo sesinsu ni kaputula  inze a zamaisa njinga"
4497283483,A person in a black shirt is lying on the ground looking up at a man .,"mutu yatinile hembe yensu, ulobezi fafasi imge atalimile muuna yomumwi mwahalimu"
4497490074,"A Black man in a knitted cap and dark jacket is working with complicated machinery to prepare drinks for green , red , and white cups .","muuna yomunsu utinile kuwani yakuluka ni jakete yensu, ubeleka ni libelekiso ze tata"
449764037,A tall man and woman in a yellow top and white dress look very happy and in love with each other .,muuna yomu telele ni musali yatinile hembe yamubala oswana sina wa mai ni ndelesi yesweu babonahala kutaba nikuba mwa lilato
449775807,"Five men ride a boat on a very wide river , with the jungle as a background .",baana baba ketalizoho bafuluha mwamukolo mwa nuka yetuna ni mushitu kwamulaho
4497873178,"A man and a woman riding together in a white carriage pulled by a brown horse through the streets of a city , with a man in a black hat and red coat driving the carriage .",muuna ni musali bamwa sikochikala sesi sweu hamoho sesi hohiwa ki pizi yefubelu
4498393852,"Three people , a man and two women , gesture as they look at something in front of a stone wall .","batu baba lalu bainzi, muuna ni basali baba beli,  batalima nto yemwi fapataa sintolo"
4499295511,"Three people sit on a bench at a station , the man looks oddly at the two women , the redheaded women looks up and forward in an awkward position , and the yellow blond girl twiddles with her hair .","batu baba lalu bainzi fa sipula, kwa sibaka sesi pahamelwa limota kamba sitima, muuna utalimezi kanzila yekomokisa basali baba beli"
4499296995,An old lady in a big black coat holds the hand of a young boy in a blue jacket in the subway .,"muchembele yatinile jansi yetuna yensu usweli lizoho la mwana mushimani yamwa jakete yamubala oswana sina malu, mwa sitima"
4499553575,"Several adults and children are either sliding down , or waiting at the bottom of a very tall yellow slide .",babahulu ni banana babañata bashetumuka fafasi kamba kulitela mwatasaa muyaho omutelele
4499568652,A woman with earphones in her ears is walking down the street while a man talking on his cellphone is walking behind her .,"musali yabeile tupangaliko twakuutwela lipina mwamazebe, wazamaya mwa mukwakwa muuna yabulela"
4499880603,A crowd of people sit on a grassy hillside watching three young girls dance in festive red and blue costumes .,ngundi yabatu bainzi kwa lineku la mulundu leli nani bucwani inge babuha banana baba lalu baba sizani baba bina mwa liapalo zefubelu
4500116307,A girl in a plaid shirt is sitting on a print couch in the middle of a store .,musizani yatimile hembe uinzi fa sipula fahalaa sintolo
4500450876,A girl in a black leotard dances while a girl in a red leotard and torn stockings watching in the middle of a street .,"musizani yatinile liapalo za liñau zensu wabina mi musizani yatinile za liñau zesweu ni zakwa mahutu zepazuile, wabuha"
4500612934,"A person wearing a blue and yellow snowsuit , a blue helmet and snow goggles is moving down a snow covered incline .","mutu yatinile suti ya litwa yamubala oswana sina malu ni mai, ni kuwani yakuisileleza yamubala oswana sina malu ni magilasi yakwa meto yakuisileleza kwa litwa wazamaya"
4500680119,Two boys are gesturing to one another in front of a Coca-Cola vending machine .,bashimani baba beli baikambota kamazoho fapataa sibelekiso sesi lelisa Coca-Cola
4500680173,An elderly man walking down the sidewalk carrying a shopping bag .,mudala wazamaya mwa mukwakwa kwa lineku la mazamayelo inge  alwezi mikotana yakubeela lika zelekilwe
4500719212,A boy lying on a floral department store couch with his feet in a girl 's lap .,mushimani yalobezi fa sipula sesi mwa liluko la mapalisa ubeile mahutu fa bilupi bwa musizani
4500780064,A red-haired woman sits on a couch with her legs crossed .,musali wa milili yemifubelu uinzi mwa sipula inge abeile lihutu lililimwi fahalimwaa lelimwi
4500795424,"Two men , dressed in African clothing , are looking at a large pile of fish that have been unloaded from a pickup truck .","baana baba beli, baba tinile liapalo zakwa Africa, batalima libunda la litapi"
4501090611,"A man with a Muslim cap , and white beard , stands on the sidewalk holding orange pamphlets .","muuna yatinile kuwani yabulapeli bwama Muslim, mulelu omusweu, uyemi kwa lineku la mukwakwa inge asweli muselo"
4501102617,"Two men , playing a soprano saxophone and guitar play music on a street corner while a listener checks her phone .","baana baba beli, baliza kapangaliko kaku opelisa ni gita inze baopela mwa lineku la silalanda"
4501260537,"A long-haired woman dressed in a cap , jeans , and yellow shirt appears to be leading an unseen dog with a extendable leash .","musali wa milili yemitelele, utinile kuwani, bulukwe ni hembe yamubala oswana sina wa mai"
4501314206,Several young Asian men are eating ice cream cones in the middle of a busy street while an older Asian man stands next to them .,mitangana babañata bakwa Asia bacha tuswiti twamwa mezi alitwa mwahalaa mukwakwa opatehile
4501347788,A man in a gray jacket and bright striped tennis shoes plays an upright piano outdoors while three people look on .,"muuna yatinile jakete yeseta ni makatulo amishulundu, uliza lipina fande"
450138714,There is two young men sitting at a table and there is cookies and cups on the table .,kunani mitangana baba beli babainzi fa tafule mi kunani tucho ni likomoki fateni
4501622942,A young couple walks along a small waterway near a wooded area .,bosinyalana baba beli bazamaya mwa kanzila kaka nani mezi mwa sibaka sesi nani likota zeñata
4501954896,"A guy wearing a tan shirt , jeans , and black socks jumping in the middle of a living room between leather couches on a wood floor .","mutangana yatinile hembe yamazoho yamakuswani yeseta, bulukwe ni zakwa mahutu zensu utulezi fahalaa ndu"
4502378197,A man wearing a tan sweatshirt and jeans is transporting wooden furniture in a blue container on wheels across a street .,muuna yatinile hembe yeseta ni bulukwe ubeya lika zaku beta fa mabalelo mwa mota
4502384999,A man in a black beanie and green jacket sits on a rock on a staircase and speaks to two other people .,muuna yatinile kuwani yensu ni jakete yetala uinzi fa licwe kwa makenelo  a ndu mi ubulelisa baba beli
4502461485,A woman in a red and white bathing suit is taking a picture for three friends that are traveling in front of the shops near a beach .,musali yatinile suti yaku tapela mwateni yefubelu ni busweu uinga maswaniso ya balikani baba lalu
4502489690,"The several people standing on the Washington Wells platform , waiting for a train .",batu babañata bayemi fa sibaka se fapilaa batu sesi bizwa Washington Wells inge balitela sitima
4502968133,A guy snowboarding down a pole that is on top of a blue vehicle into the snow .,mutangana usweli uyemi fa kapanagaliko kaka zamaya fa litwa bukaufi ni sipi yeyemi fahalimwaa mota yamubala oswana sina malu mwa litwa
4503067869,"A man in a gray jacket smiles at the camera as he walks down the damp city sidewalk , accompanied by a man with a gray plaid shirt and backpack .",muuna yatinile jakete yeseta wamenya mwa kapangaliko kakainga maswaniso inge a zamaya kwa lineku la mukwakwa leli kolobile
4503423229,There are a dozen construction workers unloading the materials from the truck .,kunani batu babañata babayaha inze babeya libelekiso mwa simbaya-mbaya
4503476760,A baby in a striped top with a piece of white tape under its nose lies in a bed while attached to numerous wires .,"mbututu yetinile sapalo samishulundu ni kasila kaka sweu mwatasaa ngo, ilobezi fa mumbeta"
4503611071,A young man is riding his bike on a ramp that is placed within a fenced area .,mutangana uzamaisa njinga fa makopanelo alinzila zepeli zemwa sibaka sesi potolohilwe ki tusipi
4503659154,A snowboarding couple poses with their boards in front of a stand of trees .,bosinyalana baba beli baba eza papali yakuzamaya fa litwa bayemi kuli baingiwe maswaniso ni tupaangaliko twabona fapilaa likota
4503698270,Two brown-haired men are wearing blue jeans and standing in front of a parked blue semi-truck .,baana baba beli bamilili yemifubelu batinile bulukwe bwa mubala oswana sina malu mi bayemi fapataa mota yeyemi
4503699216,A woman with a pierced nose is underneath a blue umbrella .,musali yapunyizwe fango umwa sikuku samubala oswana sina malu
4503700618,A man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained .,muuna yatinile jakete yensu yetelele yesileleza kwa pula kono milili iomile uzamaya inge aya kwa nzohoto mwa muleneñi
4503931941,A yellow car is driving through the street with three pedestrians on a sidewalk .,mota yamubala oswana sina wa mai uzamaisa mota mwa mukwakwa mokunani batu baba lalu babazamaya ni mahutu kwa tuko
4503962385,A man in a blue shirt is pulling a cart loaded with a lot of aluminum cans .,muuna yamwa hembe yamubala osswana sina malu ukasha sikochi sesi tezi bikapani 
4504050190,A young girl 's hand with blue nail polish and a tattoo that says ' no regrets ' in cursive lettering is clenched in a loose fist in front of a black and white zippered handbag .,musizani yabeile mubala oswana sina malu kwa manala ni miñolo yeñozwi fa litalo yeli 'hakuna kuinyaza'
450425195,"A young Asian girl dressed in red , white , and black sitting on a bench on a deck by water .","musizani wakwa Asia utinile zefubelu, busweu ni bunsu, uinzi  fa sipula sesi mwa sisepe"
4504411798,A man with a white beard is writing in a book while two women look on .,muuna wamulelu omusweu uñola mwa buka mi basali baba beli batalima
4504478051,A little girl in a red jumpsuit is posing in a tree she has climbed .,"mwana musizani yatinile zefubelu, uyemi mwa kota yapahamile"
450476929,"A young woman is lying on the snow , against a backdrop of beautiful trees , holding her arm up with a camera , taking a photo .","musizani ulobezi mwa litwa,mi kwamulaho kubonahala likota zende "
4504942600,A young woman carrying a canvas tote bag and a guitar is standing on a city street .,musali ulwezi mukotana ni gita mi uyemi mwa mukwakwa wa muleneñi
4504942754,A woman in a short belted orange dress is walking down a sidewalk lined with yellow poles .,"musali yatinile ndelesi yekuswani yenani lukanda,  uzamaya kwa lineku la mukwakwa onani tusipi twa mubala oswana sina wa mai totu yemisizwe mwa mubu"
4505012194,A man in bright green pants lazily walking down a hallway .,muuna yatinile bulukwe bobu tala uzamaya ka buzwa mwa silalanda
4505032796,"Two women , one dark-haired , the other blond with a tattoo on her right shoulder , laugh together .","basali baba beli, yomumwi wamilili yeminsu, yomumwi yemifubelu ni siswaniso safalitalo  fa liheta lahae la bulyo, baseha"
450518960,Two teen aged girls wearing sports bras and shorts run around a red clay track .,basizani baba beli batinile zamwahali ni tuputula twa kubapalela mwateni inge bamata-mata kupoloha simbaya-mbaya salizupa
4505409459,A man with leg tattoos and boots using a shovel in the street .,muuna yanani siwaniso fa litalo lahae lafa lihutu ni makatulo uitusisa sibelekiso mwa mukwakwa
4505835829,"A man with shopping bags is standing on the sidewalk looking at a subway sign , while a taxi drives past him .",muuna yanani mikotana yaku lwalela zelekiwa uyemi kwa lineku la kuzamayela inge atalimile zibiso yefa sitima
4505846203,Many people are walking outside of a brown building called Heal 's,batu babañata bazamaya fandaa muyaho omufubelu obizwa Heal's
4505867963,"A woman with dark hair and wearing a black tank-top and dark green skirt with a ruffle , is moving in front of a group of people .","musali wa milili yeminsu, utinile sapalo sesinsu ni sikochi sa mubala otala"
4505883129,"A little blond girl wearing a hooded jacket , purple pants , and pink rain boots is putting a stick into a river with rocks and grass in the background .","mwana musizani yomufubelu utinile jakete, bulukwe,  ni makatulo yaku zamayelo kwa pula"
450596617,Two people are walking along side a decorative railing while wearing winter gear .,batu baba beli baamaya mwa njanji yebuheha inze batinile za silami
4506403189,A man in a red jacket is laying down on concrete using a sleeping bag as a pillow .,"muuna yatinile jakete yefubelu, ulobezi fafasi fa mukotana onani masila mwahali, wakulobalela "
4506417051,"A person in baggy pants and brown hoodie , with a backpack , walks on a sidewalk with signs in Chinese .","mutu yatinile liapalo zetuna famubili wahae, bulukwe ni sweta ni mukotana wakwa mukokoto, usweli wazamaya kwa lineku la mukwakwa"
4506453685,A woman in a long-sleeved shirt is looking out of a window and holding up a small object .,"musali yatinile hembe yemazoho yama telele, utalima fanda lihaulo mi usweli kanto kakainyani"
4506480563,A man and a woman sunbathing on a red bench with a city sky line in the distance across the water .,muuna ni musali yaola kambalala fa sipula sesi fubelu 
4506837657,A woman wearing a scarf around her head and black boots is walking down a brick path .,"musali yaitamile taulo mwa toho ni makatulo yamansu, wazamaya mwa nzila ya samende"
4506868550,a man wearing a robe stands next to a table full of various cheeses,muuna yatinile mukanjo uyemi bukaufi ni tafule yenani mifuta ya lico
450688968,A man with a shaved head is getting ready to kick a soccer ball while other players run on the field behind him .,"muuna yabeuzi mwa toho, uitukiseza kulaha mbola mi babamwi balahi basweli bamata"
450697885,Players in the red and white uniforms and bystanders are standing on a soccer field .,"balahi babamwa liapalo zeswana zefubelu ni busweu ni baba litela, bayemi mwahalaa simu yakulaela mbola"
450701207,People are sitting in the stands at a sporting event while other people are standing out on the playing field .,batu bainzi fa lipula zemwa sibaka sali papali mi babamwi bayemi
450703803,A soccer player in a red shirt is about to make a corner kick by a red flag .,mulahi wa mbola yamwa hembe yefubelu ubata kulaha mbola kuzwa kwa lineku la simu yeba lahela kunani ndembela yefubelu
4507048434,A placard on a brick wall is displaying an advertisement for flan and a man at the corner of the building is talking on a cellphone .,sipepa sesi fa limota la samende si bonisa zibiso ya lico zaku besa
4507050262,Asian male uses a hand truck to deliver a stack of produce filled boxes .,muuna wakwa Asia uitusisa simbaya-mbaya kuiseza batu limbokesi zenani miselo
4507122041,A man wearing a brown jacket on a busy city street using his arm to shield a young boy in a striped shirt and green striped hat .,muuna yatinile jakete yefubelu fa mukwakwa opatehile uitusisa lizoho lahae kusileleza mushimani
4507268153,A man in a purple shirt is hugging his significant other who is dressed in a brown shirt and brown boots .,"muuna yatinile hembe usweli mutu yomumwi ya butokwa kuyena, yatinile sikochi sesi fubelu"
450746926,Lots of people in a farmers market shopping for fruits and vegetables .,batu babañata mwa musika wa balimi baleka miselo yalitolwani ni miloho
4507476204,"A lady with red-hair in leather pants , boots , and jacket walks down the sidewalk with a little boy .","musali wa milili yemifubelu utinile bulukwe, makatulo ni jakete inge a zamaya kwa lineku la mukwakwa"
4507548183,"A man with a goatee and sunglasses , dressed in leather clothing , is approaching a motorcycle in the extreme foreground .","muuna wa milili yekwa matuko amalama, utinile magilasi yakwa meto ni liapalo inze ataha fa honda"
4507674665,Athlete in black shorts running down a tree-lined street .,mutu yamata yamwa kaputula kakansu umata mwa sibaka sesinani likota kwamatuko
4507759454,A man and a young boy are walking across a street as another man is riding by on a bicycle .,muuna ni mushimani bazamaya inge batula mukwakwa mi yomumwi muuna uzamaisa njinga
4507759684,On a street corner a couple in dark clothing stare in the same direction as a older man walks past them and another woman walks behind him looking at the ground .,"kwa lineku la mukwakwa, bosinyalana baba beli babatinile liapalo zensu batalimezi kulo kulikumwi mi mudala wafita"
4507759822,A woman is reaching for a child 's hand as she crosses the street .,musali uswala lizoho la mwanana inge atula mukwakwa
4507759934,"A man and a woman are each holding one of two little girl 's hands , crossing the street , in the distance is a cyclist .","muuna ni musali, yomumwi ni yomumwi inge asweli lizoho lililimwi la mwana musizani, batula mukwakwa"
4507760036,"A man and two children , all in black jackets , walk across the street .","muuna ni banana baba beli, kaufela mwama jakete amansu, batula mukwakwa"
4507920407,A man in black jacket and beige pants is in an ATM machine while another guy with a hat sits from a distance .,"muuna yatinile jakete yensu ni bulukwe bwa kaki, ufa kapangaliko kaka zwisa masheleñi, mi yomumwi yatinile kuwani"
4508096677,An old women in a crowd of numerous individuals reaches to a collection of illuminated objects at night .,muchembele yamwa ngundi yabatu usweli sika sa 
4508482982,A woman in a red sweater is standing next to crates of pineapple .,musali yatinile sweta yefubelu uyemi bukaufi ni ma mbokesi ya ma miselo yatolwani yemwi
4508496980,Man walking down a brick sidewalk in a business suit reading a paper and smoking a cigar with a woman wearing sunglasses walking behind him to his left .,muuna yazamaya mwa lineku la mukwakwa atinile suti yali pisinisi ubala kashango kamakande inge azuba kwai
4508508210,"An older man wearing a gray fedora , dark coat and blue pants pulling a suitcase cart down the sidewalk .","mudala yatinile kuwani, jansi yensu ni bulukwe bwa mubala oswana sina malu ukasha mukotana omwa sikochi sesi kasheha"
4508639054,A young woman with an afro and an electronic device in her hands walks next to an orange bike .,musizani wa milili yeñata usweli kapangaliko kamalaiti mwamazoho yahae inge azamaya
4508668804,A man playing a keyboard and another man playing guitar while signing into a microphone with a dark background and spotlights .,muuna uliza siopeliso mi yomumwi uliza gita inze ali bukaufi ni kapangaliko kaka tumusa mulumo
4508785988,A skinny skateboarder is jumping over a fire hydrant on his skateboard .,mutu yomusisani yazamaya fa kapangaliko kakanani mahutu utula mupila onani mezi akutimisa mulilo 
4508972634,A table is illuminated with several different colored jar candles and three people are standing around it .,"tafule yebeilwe si pepa fahalimu, inani likomoki zamibala-bala  ni likandela mi batu baba lalu bayemi"
4508983604,A large group of people are gathered outside of a brick building lit with spotlights .,sikwata sabatu babañata ba yemi fande yamuyaho wa samende onani ma lampi
4508999124,A small boy with a blue and yellow backpack and a wool cap is looking at fresh flowers in a store .,mwana wamushimani waka kotani kakupepa kamibala ni nikuwani yakuluka utalima mapala mwa
4509092468,A young man takes a photograph of a gathering on a square in front of a public building with a turret suggesting an Eastern European location .,muuna waunga liswaniso labatu kwapata yamuyaho 
4509118472,A newly wedded couple being photographed outside a black convertible .,bosinyalana babacha basweli baiingiwa maswaniso fandaa mota yekwaluhilwe kwahalimu
4509183066,Watch closely as I demonstrate the art of gliding a frisbee .,hamubuhe kamamelelo inze nimi bonisa mwa kunepela nto yemwi yamwa papali
4509270396,Two men with guitars and one with a microphone stand on a stage in front of a small group of people .,baana baba beli banani ma gita mi bayemi fa kapangaliko kaka tumusa mulumo fapilaa batu babainyani
4509404105,One man is outdoors performing with a large hoop while a large group of people watch .,muuna alimumwi wamata ni sipi yetingulukile mi batu babañata babuha
4509412559,"A man in a blue and red suit is upside-down in the air as his partner , also in a blue and red suit , and a large crowd of people watch him .",muuna wamwa suti yamibala uinzi mwamoya nimulikani wahaye Inge atinile zamibala 
4509482298,"Several people are sitting in white , plastic chairs in the shade while several purses , including a Betty Boop purse , sit on a table nearby .",bung'ata bwabatu bainzi fatupula totu sweu mwamuluti aiba bung'ata 
